Time,HumanVelocity,RobotVelocity,InteractionForce
1.307,-0.82174640862959,-0.819952109325452,0.0127003433982608
1.308,-0.823532597628427,-0.82174640862959,0.0127297861379556
1.309,-0.825310658692999,-0.823532597628427,0.0127591037074664
1.31,-0.827080574274562,-0.825310658692999,0.0127882958085079
1.311,-0.828842326904762,-0.827080574274562,0.0128173621440409
1.312,-0.830595899195813,-0.828842326904762,0.0128463024182992
1.313,-0.832341273840663,-0.830595899195813,0.0128751163367713
1.314,-0.834078433613171,-0.832341273840663,0.0129038036062427
1.315,-0.83580736136827,-0.834078433613171,0.0129323639347555
1.316,-0.837528040042142,-0.83580736136827,0.0129607970316418
1.317,-0.839240452652382,-0.837528040042142,0.0129891026074984
1.318,-0.840944582298169,-0.839240452652382,0.0130172803742277
1.319,-0.842640412160432,-0.840944582298169,0.013045330045007
1.32,-0.844327925502015,-0.842640412160432,0.0130732513343115
1.321,-0.846007105667842,-0.844327925502015,0.0131010439578915
1.322,-0.847677936085083,-0.846007105667842,0.0131287076328336
1.323,-0.849340400263316,-0.847677936085083,0.0131562420774711
1.324,-0.850994481794692,-0.849340400263316,0.0131836470114887
1.325,-0.852640164354092,-0.850994481794692,0.0132109221558351
1.326,-0.854277431699295,-0.852640164354092,0.0132380672328134
1.327,-0.855906267671133,-0.854277431699295,0.0132650819659872
1.328,-0.857526656193652,-0.855906267671133,0.0132919660802737
1.329,-0.859138581274272,-0.857526656193652,0.0133187193018888
1.33,-0.860742027003944,-0.859138581274272,0.0133453413583766
1.331,-0.862336977557304,-0.860742027003944,0.0133718319785881
1.332,-0.863923417192835,-0.862336977557304,0.0133981908927231
1.333,-0.865501330253019,-0.863923417192835,0.0134244178322956
1.334,-0.86707070116449,-0.865501330253019,0.0134505125301569
1.335,-0.868631514438191,-0.86707070116449,0.0134764747204782
1.336,-0.870183754669526,-0.868631514438191,0.0135023041387894
1.337,-0.871727406538509,-0.870183754669526,0.0135280005219481
1.338,-0.87326245480992,-0.871727406538509,0.0135535636081573
1.339,-0.874788884333452,-0.87326245480992,0.0135789931369492
1.34,-0.876306680043864,-0.874788884333452,0.0136042888492457
1.341,-0.877815826961122,-0.876306680043864,0.0136294504872654
1.342,-0.879316310190556,-0.877815826961122,0.013654477794625
1.343,-0.880808114923003,-0.879316310190556,0.0136793705162618
1.344,-0.882291226434953,-0.880808114923003,0.0137041283985158
1.345,-0.883765630088693,-0.882291226434953,0.0137287511890346
1.346,-0.885231311332455,-0.883765630088693,0.0137532386368726
1.347,-0.886688255700556,-0.885231311332455,0.0137775904924323
1.348,-0.888136448813545,-0.886688255700556,0.0138018065074925
1.349,-0.889575876378338,-0.888136448813545,0.0138258864351882
1.35,-0.891006524188368,-0.889575876378338,0.0138498300300538
1.351,-0.892428378123718,-0.891006524188368,0.0138736370479825
1.352,-0.893841424151264,-0.892428378123718,0.0138973072462574
1.353,-0.895245648324812,-0.893841424151264,0.0139208403835276
1.354,-0.896641036785236,-0.895245648324812,0.0139442362198495
1.355,-0.898027575760616,-0.896641036785236,0.0139674945166528
1.356,-0.899405251566371,-0.898027575760616,0.0139906150367622
1.357,-0.900774050605398,-0.899405251566371,0.0140135975443782
1.358,-0.902133959368203,-0.900774050605398,0.0140364418051379
